label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
5	461 m^2	2.2868	Ice Hockey	Computer Engineering, Computer Game Design	1.1922	0.42 m^3	-113	136	328	Computational Media		140	1.2049	-0.0727
4	571 m^2	-0.357	motor sports	Data Science	0.2848	1.2181 m^3	-560	-1709	740	Bioengineering	0.8564	-1140	0.0918	0.592
1	379 m^2	1.5894	running	Natural Language Processing	1.6864	-2.2398 m^3	2045	623	394	Technology and Information Management	-0.7689	1140	2.0245	-0.8804
1	812 m^2	?	boxing	Natural Language Processing	-1.2789	0.2059 m^3	929	1185	519	Technology and Information Management	-0.0872	-599	0.7487	0.9864
2	2944 m^2	-0.9915	volleyball	Technology and Information Management	0.7662	0.213 m^3	-1560	-157	196	Natural Language Processing	0.9312	-548	1.4668	1.0707
3	510 m^2	2.1308	tennis	Bioengineering	-1.9899	0.631 m^3	573	-1045	1045	Statistics	-0.6459	-1116	0.7559	-0.8879
5	-883 m^2	1.8407	Golf	Computer Engineering, Computer Game Design	1.5805	1.2454 m^3	-1547	1981	1225	Computational Media	0.9879	437	0.4419	1.0294
1	-67 m^2	1.3474	tennis	Applied Mathematics	1.0499	-1.5615 m^3	421	-437	-108	Biotechnology	-0.9463	784	0.0905	-0.4002
4	-484 m^2	0.6998	motor sports	Data Science	2.1427	-0.518 m^3	-49	910	-790	Bioinformatics	1.1586	1029	0.1495	2.1531
2	-427 m^2	0.4104	baseball	Computational Media	1.2304	-0.8418 m^3	-1207	852	443	Natural Language Processing	-0.9593	1359		-0.2999
1	-99 m^2	1.9795	badminton	Natural Language Processing	0.5803	0.4413 m^3	469	151	1553	Natural Language Processing	-0.2177	-12	-0.1395	0.1321
1	-2302 m^2	0.9535	motor sports	Applied Mathematics	-1.5987	0.4283 m^3	1014	-941	376	Technology and Information Management	0.8526	-435	-0.1573	0.1832
5	370 m^2	1.6822	golf	Computer Game Design	0.7054	2.0541 m^3	-1383	1026	390	Data Science	0.6777	1090	0.6565	1.0068
4	448 m^2	0.9795	motor sports	Data Science	0.9391	-0.0866 m^3	-452	-414	-856	Applied Mathematics	1.6169	1123	-0.3113	1.902
3	1229 m^2	-0.2884	tennis	Games and Playable Media	-0.3572	0.1753 m^3	879	-466	945	Bioengineering	0.9967	-866	0.2382	0.0125
2	-1096 m^2	1.3859	volleyball	Computational Media	-0.8553	0.0541 m^3	271	191	570	Natural Language Processing	-0.0795	1078	1.3308	-0.1493
2	490 m^2	0.0563	football	Computational Media	0.0849	1.4417 m^3	852	1833	577	Natural Language Processing	0.7283	297	-0.0536	1.5702
5	-266 m^2	0.8407	golf	Statistics, Computer Game Design	-0.4205	1.758 m^3	1113	295	694	Computer Engineering	0.5267	-1306	1.485	1.7071
3	1061 m^2	-1.2682	track & field	Bioengineering	2.2101	0.489 m^3	1434	708	279	Statistics	0.0791	439	0.5757	0.423
4	-269 m^2	0.6308	motor sports	Data Science	1.8837	-0.2188 m^3	676	-1477	1331	Electrical Engineering	0.8424	896	0.6084	1.2344
1	644 m^2	0.5566	badminton	Applied Mathematics	-0.2653	0.0696 m^3	1468	-512	1621	Biotechnology	0.5356	1519	0.685	-1.06
5	-1217 m^2	0.7391	ice hockey	Applied Mathematics	-0.4009	2.0244 m^3	828	1697	1383	Computer Engineering	0.3602	-924	-0.4261	-0.0289
1	867 m^2	1.6549	n/a	Natural Language Processing	-0.0907	0.4565 m^3	1032	848	1539	tECHNOLOGY AND iNFORMATION mANAGEMENT	0.9773	-65	1.0891	-0.7228
6	-802 m^2	1.2413	boxing	Computer Science, Biotechnology	1.6142	1.72 m^3	-883	992	-304	n/a	1.3047	-193	0.5218	0.1806
5	-655 m^2	0.8149	golf	Computer Engineering, Statistics	-0.0851	0.9368 m^3	2170	-439	1740	Computational Media	-0.8906	-330	0.6179	0.8614
2	760 m^2	1.8594	baseball	Computational Media	0.9533	-2.3073 m^3	-7	1664	-65	NATURAL LANGUAGE PROCESSING	0.8029	909	1.326	0.3267
6	1360 m^2	1.1095	soccer	Biotechnology, Computer Science	-0.0213	1.0728 m^3	-407	-205	334	Computer Game Design	0.3882	626	0.9192	0.3161
5	1064 m^2	0.44	golf	Computer Engineering	0.2177	0.6703 m^3	-1696	-411	1096	Computer Engineering	1.3856	348	-0.3312	1.1878
0	-340 m^2	1.0163	boxing	Human Computer Interaction	0.2277	1.5464 m^3	550	1048	1192	Games and Playable Media	0.6467	NULL	1.1056	1.0688
1	394 m^2	1.2858	boxing	Natural Language Processing	-1.2947	0.8344 m^3	618		1052	Technology and Information Management	0.6483	226	0.2192	-0.4067
0	347 m^2	2.7162	running	Human Computer Interaction	1.3462	0.5272 m^3	-224	-395	1365	Games and Playable Media	0.6244	77	2.1869	0.9364
0	1357 m^2	0.8143	baseball	Bioinformatics	1.1527	0.1643 m^3	-253	403	115	Games and Playable Media	1.2004	1411	0.8394	0.9819
4	438 m^2	0.5748	motor sports	Data Science	-0.2656	-0.1158 m^3	-664	482	583	Applied Mathematics	0.6003	1663	0.682	0.6041
0	777 m^2	1.4475	basketball	Human Computer Interaction, Robotics Engineering	-0.2108	0.3953 m^3	131	1121	1592	Games and Playable Media	0.8661	258	0.6966	0.7465
1	-962 m^2	0.5003	badminton	Applied Mathematics	-1.936	0.2442 m^3	952	-1136	837	Statistics	0.2368	221	0.9554	-0.1378
0	-31 m^2	0.7324	football	Bioinformatics, Robotics Engineering	1.1487	0.1113 m^3	288	-493	1149	Games and Playable Media	-0.2874	1075	1.1602	0.8607
4	1040 m^2	-1.2639	motor sports	Data Science	0.1222	0.54 m^3	2024	868	-947	Games and Playable Media	0.77	1294	0.3661	0.6528
4	1140 m^2	0.5286	motor sports	Data Science	0.7861	0.1264 m^3	-573	783	-169	Electrical Engineering	0.568	644	-0.2033	1.3737
1	744 m^2	0.9033	badminton	Natural Language Processing	-0.4332	-1.2395 m^3	1613	444	1238	Biotechnology	1.4855	346	1.3663	0.7613
0	1109 m^2	1.1647	running	Robotics Engineering	-1.3994	-0.4635 m^3	-641	-553	1216	Games and Playable Media	0.1131	-1016	2.5295	1.667
3	1617 m^2	0.7688	track & field	BIOENGINEERING	-0.5738	0.8146 m^3	-202	174	1055	bioengineering	0.5214	-208	1.0543	0.924
3	1013 m^2	0.1715	tennis	Games and Playable Media	-0.183	0.2669 m^3	1042	None	1378	Bioengineering	-0.6815	438	1.1467	0.111
2	2471 m^2	-0.2181	Baseball	Computational Media	0.3505	-0.643 m^3	-722	1317	526	Natural Language Processing	2.8341	521	-0.7486	-0.3184
6	-819 m^2	0.4817	soccer	Biotechnology, Computer Science	0.1562	-0.2383 m^3	927	3341	493	Computer Game Design	0.3604	-454	0.9175	0.3711
1	541 m^2	1.0357	ICE HOCKEY	Applied Mathematics	1.3744	-0.7129 m^3	-516	284	-203	Biotechnology	0.3821	1456	1.1847	0.2244
2	308 m^2	0.3237	volleyball	Computational Media	0.0014	0.0763 m^3	891	4253	342	Natural Language Processing	0.8775	912	-0.1292	0.6547
5	-204 m^2	1.3517	golf	Computer Game Design	0.3532	1.7231 m^3	-644	779	1525	Robotics Engineering	1.1316	-472	0.1372	0.4885
1	-1240 m^2	-0.1299	volleyball	Applied Mathematics	-1.0338	None	-237	-750	773	Technology and Information Management	0.9956	1113	0.5233	0.0068
2	821 m^2	0.0128	baseball	Technology and Information Management	-0.3451	0.6665 m^3	-147	1162	161	Natural Language Processing	0.6696	315	0.9006	1.5835
6	1603 m^2	-0.0705	soccer	Biotechnology	-0.426	0.3633 m^3	688	1936	1383	Computer Game Design	-0.0426	506	0.7782	0.2618
1	-317 m^2	1.2699	badminton	Applied Mathematics	-0.6753	-1.7027 m^3	1862	-147	1542	Technology and Information Management	0.868	530	0.8384	0.1641
4	1723 m^2	1.1215	motor sports	Data Science	2.7281	0.6287 m^3	-962	248	339	Games and Playable Media	0.6058	1897	0.3267	0.4135
6	2189 m^2	2.2725	soccer	Computer Science, Biotechnology	0.8954	1.0016 m^3	1553	150	-177	Computer Game Design	0.5426	582	0.7333	-0.8856
4	320 m^2	0.793	motor sports	Data Science	2.4805	0.7245 m^3	-766	-474	489	Bioinformatics	-0.002	1101	0.258	1.3513
3	1288 m^2	0.7121	tennis	Bioengineering	-1.1825	1.4424 m^3	1186	543	889	Statistics	1.3699	911	0.7111	2.0908
4	1045 m^2	1.4914	motor sports	Data Science	0.5633	-0.3362 m^3	306	1943	-207	Bioinformatics	1.0741	1061	0.3153	0.262
0	-96 m^2	1.5272	running	Robotics Engineering, Bioinformatics	0.8944	0.8187 m^3	2	-221	1496	Games and Playable Media	1.7893	-1000	0.9201	1.7919
0	-1870 m^2	0.9602	basketball	Human Computer Interaction, Robotics Engineering	0.4122	0.934 m^3	1131	2345	405	Games and Playable Media	-1.024	152	1.0231	0.9665
5	14 m^2	-1.118	golf	Computer Engineering, Computer Game Design	0.5299	2.086 m^3	-731	-32	1495	Robotics Engineering	0.5088	408	0.6073	-0.0632
0	475 m^2	1.2661	basketball	Bioinformatics, Human Computer Interaction	0.4331	-0.2056 m^3	-604	-481	1644	Games and Playable Media	-0.2689	-190	-0.0141	-1.0956
0	945 m^2	1.291	running	Bioinformatics, Robotics Engineering	1.5739	1.1012 m^3	212	693	681	Games and Playable Media	0.0945	1095	1.517	0.4684
0	1335 m^2	1.8032	basketball	Robotics Engineering	-1.2319	-0.837 m^3	-1115	-390	-89	Games and Playable Media	0.6487		1.4206	0.1876
0	32 m^2	0.1532	Basketball	Robotics Engineering	0.7829	-0.1303 m^3	-278	-252	956	Games and Playable Media	1.2727	-946	0.3254	-0.6281
5	387 m^2	0.7213	ice hockey	Computer Game Design	-0.3705	-0.2777 m^3	971	157	1384	Computational Media	0.5824	409	1.5009	0.5134
2	545 m^2	0.6896	volleyball	Computational Media	0.7517	0.63 m^3	991	1066	-1040	Natural Language Processing	0.4185	-38	0.8414	-0.4576
1	602 m^2	1.0925	boxing	Applied Mathematics	0.3794	0.0092 m^3	1383	1128	1418	Technology and Information Management	-0.866	-185	-0.3188	-0.2111
2	-290 m^2	-1.0459	soccer	Technology and Information Management	1.1261	-0.229 m^3	11	168	-58	Natural Language Processing	0.8278	325	n/a	0.4874
2	982 m^2	0.6592	baseball	Technology and Information Management	-0.9259	0.0561 m^3	213	1106	795	Natural Language Processing	0.5157	-523	-0.0548	0.9604
6	-531 m^2	0.9788	soccer	Electrical Engineering	1.9283	0.0282 m^3	78	1993	382	Computer Science	-0.3402	-484	0.6528	-0.5968
0	509 m^2	0.8998	basketball	Bioinformatics	-0.6056	1.695 m^3	-21	775	1108	Games and Playable Media	0.3698	194	-0.0752	-0.4702
3	1386 m^2	1.2977	tennis	Bioengineering	-0.2707	1.1321 m^3	1702	2326	534	Bioengineering	NULL	656	1.3726	-0.0685
3	1119 m^2	0.5222	tennis	Games and Playable Media	-0.4304	-0.803 m^3	1991	959	505	Bioengineering	0.4949	1029	0.3208	0.5552
0	545 m^2	0.0691	basketball	Bioinformatics	-0.1502	1.5343 m^3	787	-112	-468	Games and Playable Media	1.9898	-82	0.9111	2.1969
3	21 m^2	-0.2845	track & field	Bioengineering	0.9603	-0.1586 m^3	295	-819	205	Statistics	0.6788	1111	1.1686	-0.2661
2	77 m^2	-0.1656	volleyball	Technology and Information Management	-0.8311	-0.6014 m^3	-828	960	398	Natural Language Processing	0.8819	1507	0.4383	0.1604
1	596 m^2	1.8724	boxing	Natural Language Processing	1.3103	-0.7443 m^3	-60	663	-80	Human Computer Interaction	-0.793	1765	0.8466	0.9444
5	19 m^2	1.317	ice hockey	Statistics, Computer Game Design	1.2301	2.4973 m^3	-431	-959	724	Bioengineering	0.9201	-207	1.5433	1.2285
6	1273 m^2	1.0123	soccer	Biotechnology	1.0067	1.6505 m^3	406	888	564	Computer Science	0.7532	1714	0.1175	0.0747
3	611 m^2	0.4336	tennis	Bioengineering	-1.6639	2.2375 m^3	-97	-1180	1025	Statistics	0.5844	-13	0.1387	-1.1598
1	-342 m^2	1.3335	boxing	Applied Mathematics	0.218	0.9736 m^3	2872	678	250	Biotechnology	0.4139	777	0.9523	-1.0736
0	1931 m^2	2.0109	football	Robotics Engineering	0.901	-1.173 m^3	639	690	830	Games and Playable Media	0.8747	99	0.1677	0.61
2	-44 m^2	0.7074	baseball	Technology and Information Management	0.9046	0.8893 m^3	74	1777	-593	Natural Language Processing	-0.3257	n/a	-0.4129	1.2381
4	-745 m^2	0.9933	motor sports	Data Science	1.4653	-0.377 m^3	38	-1125	834	Electrical Engineering	1.3422	-4	-0.4395	0.2608
5	-297 m^2	-0.2242	ice hockey	Statistics, Computer Engineering	-0.0641	-0.7142 m^3	?	2422	137	Data Science	-0.4115	475	0.7123	1.1819
1	-836 m^2	None	BOXING	Natural Language Processing	-0.6786	-0.3599 m^3	1361	-1072	-9	Technology and Information Management	-0.3153	116	0.7285	0.163
0	946 m^2	-0.2961	basketball	Bioinformatics	-0.3879	0.1074 m^3	61	-934	553	Games and Playable Media	0.9395	243	0.3717	1.1282
4	574 m^2	0.2339	motor sports	Data Science	0.1986	0.2874 m^3	572	798	-818	Bioinformatics	1.1528	367	0.7072	0.2123
5	1252 m^2	-0.956	ice hockey	Statistics, Computer Engineering	-0.4606	0.4887 m^3	145	1817	548	Robotics Engineering	-0.0451	-878	0.1385	1.714
4	-344 m^2	-0.2231	motor sports	Data Science	1.8656	-0.6645 m^3	1888	-1644	-163	Games and Playable Media	1.179	15	1.2936	0.4455
4	601 m^2	-0.5331	motor sports	Data Science	-0.4881	0.2322 m^3	245	179	-441	Bioinformatics	0.1848	1975	0.4774	0.6883
5	44 m^2	0.0264	golf	Computer Game Design	0.8302	1.2401 m^3	-294	-147	-619	Data Science	1.658	571	0.8291	0.2409
6	482 m^2	-0.759	soccer	Biotechnology, Computer Science	0.4604	0.3083 m^3	969	867	-37	Computer Engineering	0.3685	1946	0.5713	-1.3767
4	-265 m^2	1.17	motor sports	Data Science	1.8543	-0.8726 m^3	-696	1539	800	Applied Mathematics	-0.2655	518	-0.6869	0.1867
5	114 m^2	0.4903	golf	Statistics, Computer Engineering	0.9069	1.515 m^3	141	281	-613	Computational Media	-0.104	1303	1.4717	1.2414
6	562 m^2	0.5965	football	Biotechnology, Electrical Engineering	0.7521	0.4781 m^3	283	1792	764	Computer Game Design	0.1452	353	0.7429	-0.1503
3	-213 m^2	-1.2089	badminton	Bioengineering	0.3552	0.489 m^3	363	800	-641	Computer Science	2.5027	610	0.927	1.0416
0	-304 m^2	-0.1586	basketball	Human Computer Interaction	1.0117	0.0918 m^3	700	204	996	Games and Playable Media	-0.1693	-357	1.6099	-0.2768
3	1118 m^2	0.6752	track & field	Games and Playable Media	-0.3169	-0.0861 m^3	-704	638	813	Bioengineering	1.1214	1260	2.1097	1.2969
0	293 m^2	1.1193	basketball	Human Computer Interaction, Bioinformatics	1.2815	1.0855 m^3	-1490	794	1761	Games and Playable Media	0.2303	-1666	-0.2427	0.804
3	895 m^2	-0.8797	track & field	Bioengineering	0.4008	1.3589 m^3	924	975	1371	Statistics	0.6931	-440	1.0328	-0.6759
0	-2015 m^2	1.648	running	Robotics Engineering, Bioinformatics	-0.2313	2.4141 m^3	982	1507	-70	Games and Playable Media	0.8885	-1095	0.7223	0.952
2	2055 m^2	0.2748	volleyball	Technology and Information Management	-0.4549	-0.1478 m^3	-668	417	978	nATURAL lANGUAGE pROCESSING	0.8901	919	-0.3148	0.8416
3	589 m^2	-1.4066	running	Games and Playable Media	0.322	0.1697 m^3	424	-58	1347	Bioengineering	-0.308	71	1.4342	0.7471
6	516 m^2	-0.1744	soccer	Electrical Engineering, Biotechnology	-0.1941	3.1392 m^3	NULL	1101	251	Computer Science	0.3083	185	0.4941	-0.7446
5	99 m^2	1.4306	golf	Computer Engineering, Statistics	-1.7178	0.2525 m^3	1503	-832	1173	Robotics Engineering	1.011	110	1.5984	0.071
0	-505 m^2	1.147	basketball	Robotics Engineering, Bioinformatics	0.4053	-1.0026 m^3	-2079	-1209	2722	Games and Playable Media	1.3554	103	0.6619	1.3144
4	782 m^2	0.3779	golf	Data Science	-0.0275	0.2376 m^3	93	115	1635	Bioinformatics	1.7134	480	1.1754	0.0339
3	-10 m^2	0.0775	tennis	Games and Playable Media	0.1885	0.6827 m^3	-1453	1502	-446	Statistics	0.3113	-99	0.6053	0.4856
0	668 m^2	1.1483	running	Human Computer Interaction	-0.3948	0.7201 m^3	-132	221	2182	Games and Playable Media	0.5944	753	1.618	0.1774
0	591 m^2	0.4932	basketball	Robotics Engineering	0.6326	1.5163 m^3	-216	1508	1142	Games and Playable Media	0.0799	395	0.7115	1.5318
3	1203 m^2	0.6965	track & field	Games and Playable Media	1.2622	1.9508 m^3	517	124	1710	Statistics	0.9986	-1351	-1.1849	-0.1951
1	-1150 m^2	-0.4178	boxing	Natural Language Processing	-0.5296	-0.8744 m^3	2471	-1247	-30	Human Computer Interaction	0.9405	994	0.8134	1.0651
6	1422 m^2	0.4634	soccer	Electrical Engineering	0.1806	0.1833 m^3	343	1672	876	Computer Science	0.8881	-70	0.4421	-0.5522
4	797 m^2	-0.3312	motor sports	Data Science	0.0653	-0.5029 m^3	-820	-1097	-225	Electrical Engineering	0.8589	363	0.0084	0.0538
4	-61 m^2	0.3258	motor sports	Data Science	0.5864	0.0886 m^3	526	-1116	-196	Bioinformatics	0.0638	1752	0.1622	1.7158
5	266 m^2	1.0294	ice hockey	Computer Engineering, Statistics	2.0243	1.0569 m^3	-205	-1962	-461	Computer Engineering	0.3904	-1349	0.5192	1.5725
6	1615 m^2	-0.0454	soccer	Biotechnology	0.9893	1.0453 m^3	-431	2013	1509	Computer Science	0.98	508	1.7982	0.9442
5	1062 m^2	0.7157	golf	Computer Game Design	-0.2512	1.4286 m^3	773	-882	-196	Computer Engineering	-0.0772	112	0.3399	0.2855
3	1211 m^2	-0.0707	tennis	Bioengineering	0.7114	0.0316 m^3	812	650	1927	Bioengineering	0.2169	405	0.6889	-0.2215
6	369 m^2	-0.054	soccer	Computer Science	-0.3781	0.3045 m^3	-1344	265	-344	Computer Game Design	0.6742	2036	0.3429	-0.8551
2	536 m^2	1.9962	motor sports	Bioinformatics	0.5476	-1.457 m^3	-446	341	-259	Natural Language Processing	-0.1852	-727	0.5322	0.7216
0	129 m^2	1.5961	basketball	Robotics Engineering	2.2233	0.5356 m^3	-1670	207	1918	Games and Playable Media	0.9583	-632	0.1852	1.8351
0	-1441 m^2	0.4907	running	Human Computer Interaction	-0.8854	-0.379 m^3	396	-116	615	Games and Playable Media	0.5281	-788	0.6538	1.4577
5	313 m^2	-1.089	football	Computer Engineering, Statistics	1.048	1.1193 m^3	888	-739	931	Computer Engineering	-0.5227	-690	1.1344	0.5773
1	309 m^2	0.2504	badminton	Applied Mathematics	-1.849	-0.4446 m^3	900	-394	1896	Human Computer Interaction	0.553	166	1.2591	0.5938
6	615 m^2	-0.4574	soccer	Biotechnology	1.133	0.1264 m^3	2051	960	-335	Computer Game Design	None	-299	1.2664	-0.5295
5	430 m^2	1.6674	ice hockey	Computer Game Design	1.7977	0.9034 m^3	-436	1330	829	Data Science	1.5801	927	0.2598	-0.2182
1	678 m^2	1.8275	boxing	Natural Language Processing	-0.8523	0.2378 m^3	2120	150	1849	bIOTECHNOLOGY	0.0524	426	0.8044	-0.1541
0	1471 m^2	0.2359	football	Bioinformatics, Human Computer Interaction	0.1167	1.6754 m^3	-635	-244	1780	Games and Playable Media	1.1312	968	0.2928	0.1767
4	598 m^2	0.7146	motor sports	Data Science	0.3037	-0.6229 m^3	-365	741	628	Applied Mathematics	0.2315	1638	-1.1978	1.7026
6	-132 m^2	1.1262	soccer	Biotechnology, Electrical Engineering	1.5896	0.3972 m^3	1720	-621	989	Computer Game Design	1.5698	-315	0.2258	-0.05
0	367 m^2	0.8185	running	Bioinformatics, Human Computer Interaction	0.4519	-2.3438 m^3	934	-451	1121	Games and Playable Media	1.3839	54	0.0217	0.7847
3	1813 m^2	0.387	tennis	Games and Playable Media	-0.2137	1.4743 m^3	810	-663	159	Statistics	0.6719	-1390	0.9525	0.0978
5	814 m^2	0.1771	ice hockey	Computer Game Design, Computer Engineering	0.3357	1.1213 m^3	1103	674	1108	Computational Media	0.8235	-1531	1.457	0.2153
5	-608 m^2	-0.3597	ice hockey	Computer Engineering, Computer Game Design	0.3011	0.5056 m^3	-540	386	-380	Computer Engineering	1.2063	54	-0.0793	1.8002
0	-879 m^2	1.4095	basketball	Bioinformatics	-0.6066	-0.3899 m^3	-382	429	768	Games and Playable Media	0.4804	295	0.5553	1.1887
5	-1862 m^2	-1.1221	golf	Statistics, Computer Engineering	1.2521	0.7921 m^3	-871	1467	1304	Data Science	0.0264	504	1.5807	0.9683
2	400 m^2	0.6147	volleyball	Computational Media	-0.2079	-0.6451 m^3	-972	2514	1201	Natural Language Processing	0.9995	380	-0.1373	-0.086
4	1242 m^2	-1.6373	motor sports	Data Science	0.9338	NULL	649	1873	-223	Applied Mathematics	0.2198	1357	0.6317	1.0232
1	-695 m^2	0.5116	soccer	Natural Language Processing	-0.0455	-0.1041 m^3	2041	-1221	987	Technology and Information Management	0.9472	2298	0.2852	1.1249
2	1227 m^2	0.1383	baseball	Technology and Information Management	-0.5495	-0.0291 m^3	-727	1053	322	Natural Language Processing	0.2869	1362	1.2856	0.671
5	-1091 m^2	-0.6158	golf	Statistics, Computer Game Design	1.3391	1.1693 m^3	848	72	536	Robotics Engineering	-0.5027	731	1.7917	0.2884
4	432 m^2	0.6599	motor sports	NULL	-0.1841	0.8656 m^3	-693	1166	-580	Bioinformatics	-0.0101	432	0.1866	-0.732
3	1546 m^2	2.534	track & field	Games and Playable Media	0.289	0.0038 m^3	742	-459	895	Robotics Engineering	0.8488	-547	0.8718	0.9484
6	1306 m^2	0.2751	soccer	Biotechnology, Electrical Engineering	1.1306	1.5104 m^3	1566	140	243	Natural Language Processing	0.7515	-530	0.3055	-0.5727
0	367 m^2	0.7421	football	Human Computer Interaction, Robotics Engineering	-0.1752	1.2882 m^3	1037	166	1876	Games and Playable Media	1.4832	-744	0.7995	0.6311
0	-1189 m^2	-0.9157	football	Bioinformatics, Robotics Engineering	0.24	-0.6729 m^3	178	-380	798	Games and Playable Media	0.6546	571	0.7905	1.5161
4	889 m^2	0.0842	motor sports	Data Science	1.8265	1.306 m^3	566	-482	1890	Electrical Engineering	1.8284	827	-0.8289	1.483
6	-587 m^2	0.6257	soccer	Biotechnology, Electrical Engineering	0.6823	0.6707 m^3	-800	975	-150	Computer Game Design	0.092	1119	0.8173	-0.6259
6	-313 m^2	1.5802	soccer	Biotechnology, Computer Science	2.096	-0.1669 m^3	-70	194	-512	Computer Game Design	0.93	746	0.8768	0.1243
5	-133 m^2	-0.1129	ice hockey	Statistics, Computer Game Design	0.3147	1.2118 m^3	585	-324	593	Robotics Engineering	0.6236	895	0.0388	1.2713
3	356 m^2	0.6677	track & field	Bioengineering	0.3769	-0.9311 m^3	-632	156	2819	Bioengineering	0.5671	30	0.5306	-0.1858
5	-1529 m^2	-0.3134	ice hockey	Computer Engineering, Computer Game Design	2.1251	0.1236 m^3	-479	2051	776	Data Science	0.1627	?	0.476	0.8576
2	1707 m^2	1.4315	volleyball	Technology and Information Management	1.3575	-1.6775 m^3	1199	2190	-1572	Natural Language Processing	0.5906	-235	0.7477	0.3225
6	801 m^2	-1.0379	soccer	Electrical Engineering	-1.0127	?	224	23	-841	Computer Science	0.3208	-658	1.4953	-0.4909
2	637 m^2	0.302	volleyball	Computational Media	1.0383	-0.4207 m^3	935	279	-169	Natural Language Processing	-0.118	927	1.0479	1.2837
6	1498 m^2	-0.0034	SOCCER	Computer Science, Electrical Engineering	1.4985	1.5452 m^3	-851	1695	189	Computer Science	-0.0103	-580	0.1609	0.352
1	-1824 m^2	-0.1233	badminton	Natural Language Processing	1.2979	-0.1476 m^3	1084	-463	878	Biotechnology	1.4572	219	0.9746	-1.0625
4	-182 m^2	-1.312	motor sports	Data Science	-0.6004	0.0639 m^3	557	-214	440	Applied Mathematics	0.9291	292	0.7356	0.2314
6	1956 m^2	0.704	soccer	Electrical Engineering	1.4103	0.9729 m^3	1277	1006	-679	Computer Science	1.2996	-140	1.3045	-0.4391
6	855 m^2	-0.2743	soccer	Computer Engineering, Computer Game Design	0.2014	-0.2849 m^3	28	-218	381	Computer Game Design	0.628	250	-0.3358	-0.5325
1	-177 m^2	1.7094	boxing	Applied Mathematics	0.6547	0.7752 m^3	857	188	282	Games and Playable Media	1.2672	None	0.6085	-0.4211
3	587 m^2	-0.5361	track & field	Bioengineering	0.087	0.2387 m^3	-203	93	1006	Statistics	1.252	879	0.2152	-0.3018
2	-591 m^2	1.5442	Volleyball	Computational Media	1.7026	-0.139 m^3	-283	407	210	Natural Language Processing	-0.4426	-89	-0.0424	0.701
1	136 m^2	1.8546	track & field	APPLIED MATHEMATICS	0.2388	0.2592 m^3	1373	1246	131	Human Computer Interaction	-0.1484	1172	1.2765	0.6375
3	1476 m^2	-0.6444	tennis	Bioengineering	0.6551	0.8514 m^3	760	2966	2065	Bioengineering	-0.7571	94	0.8139	0.7559
2	1584 m^2	-0.2371	track & field	Technology and Information Management	1.4418	-0.489 m^3	393	1533	553	Natural Language Processing	-0.6203	852	-0.3167	-0.3693
6	?	-2.1525	soccer	Biotechnology	-0.8845	0.6508 m^3	-480	1747	752	Computer Science	0.7175	508	1.1249	-0.8146
5	660 m^2	-0.1454	boxing	Computer Engineering, Statistics	0.0222	1.8965 m^3	-498	N/A	1048	Computational Media	-0.6771	886	0.0226	1.0245
3	-116 m^2	0.5981	tennis	Games and Playable Media	0.0847	0.9946 m^3	47	-1346	751	Statistics	0.7754	-346	0.0765	-0.4285
5	-432 m^2	0.6945	ice hockey	Computer Engineering, Computer Game Design	1.7951	0.0804 m^3	66	-828	2254	Data Science	0.9239	362	0.48	0.3796
5	168 m^2	0.3162	golf	Computer Game Design	0.0909	0.5105 m^3	-417	-802	104	Computational Media	0.263	1864	0.948	1.5129
6	570 m^2	-1.2773	soccer	Biotechnology	0.5384	0.0414 m^3	-1019	2336	-225	Computer Game Design	-0.439	-717	1.623	-0.057
1	-332 m^2	0.063	badminton	Applied Mathematics	-0.1577	-0.0948 m^3	-163	1361	1384	Technology and Information Management	-1.287	600	0.998	-1.1048
0	-475 m^2	1.384	running	Human Computer Interaction	0.1712	0.6522 m^3	751	-460	378	Games and Playable Media	0.7065	-301	0.9274	1.1652
1	-2126 m^2	0.0016	boxing	Applied Mathematics	0.7383	0.6564 m^3	1534	544	1387	Biotechnology	0.1342	771	0.0733	0.4279
1	230 m^2	0.9569	boxing	Applied Mathematics	?	-0.7409 m^3	778	-356	608	Biotechnology	0.3926	307	0.2198	-0.3841
2	292 m^2	-0.0408	BASEBALL	Computational Media	0.8271	-0.9121 m^3	988	2554	-97	Natural Language Processing	1.0127	2017	1.3077	0.3668
0	-144 m^2	1.7269	basketball	Bioinformatics	0.1459	-0.3402 m^3	-267	140	1144	Games and Playable Media	1.1402	1720	0.5146	-0.7511
5	817 m^2	?	ice hockey	Statistics	-1.1311	0.5104 m^3	3	550	1204	Computer Engineering	0.5982	929	0.3121	0.8964
4	231 m^2	2.3447	motor sports	Data Science	0.3919	-0.3106 m^3	46	-1118	1256	Bioinformatics	0.6012	362	0.7503	2.1836
0	-579 m^2	-0.7817	football	Robotics Engineering, Human Computer Interaction	0.1881	-0.0097 m^3	25	604	896	Games and Playable Media	1.6986	216	0.1806	0.6983
6	-224 m^2	-0.0131	soccer	Electrical Engineering	0.9098	0.63 m^3	-544	1132	16	Computer Game Design	1.2595	-1342	0.9696	0.4068
3	-748 m^2	0.2221		Games and Playable Media	1.2153	1.0669 m^3	-223	51	-467	Statistics	-0.6129	-841	0.4948	1.4254
