DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
210217152,11/02/2021 12:00:00 AM,01/01/2020 12:00:00 AM,1030,02,Rampart,0215,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0602 1251 1258 0913 0500 0522 0551 0360 0400 2021,8,F,F,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,400 N  VENDOME                      ST,,34.0767,-118.2791
211804895,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1230,18,Southeast,1823,1,210,ROBBERY,0344 1300 0342 0302 0390 0400 1822 1240 1309 0216,53,F,H,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,210,,,,400 E  95TH                         ST,,33.9502,-118.2673
220604806,01/19/2022 12:00:00 AM,03/21/2020 12:00:00 AM,1200,06,Hollywood,0636,2,354,THEFT OF IDENTITY,1822 0930,54,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6400    YUCCA                        ST,,34.1039,-118.3297
221404880,01/20/2022 12:00:00 AM,12/01/2020 12:00:00 AM,1430,14,Pacific,1464,1,480,BIKE - STOLEN,0344,32,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,12600    VILLAGE                      LN,,33.9779,-118.4142
221822433,12/19/2022 12:00:00 AM,11/25/2020 12:00:00 AM,2200,18,Southeast,1822,1,121,"RAPE, FORCIBLE",0913 2002 0531 0444 0416 0510 0419 0516 0527,27,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,10300 S  BROADWAY,,33.9428,-118.2781
220218655,10/17/2022 12:00:00 AM,05/08/2020 12:00:00 AM,1000,02,Rampart,0257,2,354,THEFT OF IDENTITY,0923 0100 1822,22,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,500    UNION                        DR,,34.0587,-118.2678
231706742,03/06/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,17,Devonshire,1721,2,813,CHILD ANNOYING (17YRS & UNDER),2024 0500 1822 1251 0940 1259,11,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,813,,,,10400    LARWIN                       AV,,34.2589,-118.6137
241604069,12/28/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0800,16,Foothill,1602,1,820,ORAL COPULATION,1258 0913 0556 0522 0400 0500,10,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,11700    DRONFIELD                    AV,,34.2826,-118.4095
231809250,04/20/2023 12:00:00 AM,04/20/2020 12:00:00 AM,0915,18,Southeast,1846,2,354,THEFT OF IDENTITY,0930 1822,30,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1400 E  111TH                        PL,,33.934,-118.2498
211105454,02/12/2021 12:00:00 AM,11/29/2020 12:00:00 AM,1200,11,Northeast,1144,2,354,THEFT OF IDENTITY,1822 0100,60,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2400    MORENO                       DR,,34.1047,-118.2687
220605785,02/08/2022 12:00:00 AM,10/16/2020 12:00:00 AM,1820,06,Hollywood,0666,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501 1822,41,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,1200 N  CAHUENGA                     BL,,34.0925,-118.3288
221604268,01/07/2022 12:00:00 AM,02/19/2020 12:00:00 AM,1300,16,Foothill,1667,2,354,THEFT OF IDENTITY,0377 1822,44,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9300    SUNLAND PARK                 DR,,34.2397,-118.3661
232006335,01/23/2023 12:00:00 AM,10/09/2020 12:00:00 AM,1551,20,Olympic,2049,2,354,THEFT OF IDENTITY,0100 0344 0922 0923 0924 0925 0929 0930 1822,38,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,2700    JAMES M WOOD                 BL,,34.0559,-118.2868
221912723,08/02/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1100,19,Mission,1972,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,56,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,8900    BURNET                       AV,,34.2319,-118.4633
221218237,08/23/2022 12:00:00 AM,08/23/2020 12:00:00 AM,1600,12,77th Street,1203,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1251 1258 1203 0913 0500 0522 0551,8,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,812,860,,,1600 W  45TH                         ST,,34.0028,-118.3068
222008928,04/21/2022 12:00:00 AM,07/01/2020 12:00:00 AM,1200,20,Olympic,2023,2,354,THEFT OF IDENTITY,1822,62,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  KINGSLEY                     DR,,34.0672,-118.3028
221304490,01/11/2022 12:00:00 AM,10/01/2020 12:00:00 AM,2000,13,Newton,1385,2,354,THEFT OF IDENTITY,0100,29,F,B,701,HOSPITAL,,,IC,Invest Cont,354,,,,300 E  59TH                         PL,,33.9861,-118.2696
221314362,07/11/2022 12:00:00 AM,04/07/2020 12:00:00 AM,0001,13,Newton,1307,2,354,THEFT OF IDENTITY,0800 0100 0930,53,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600 E  OLYMPIC                      BL,,34.0349,-118.2436
230305615,02/01/2023 12:00:00 AM,01/25/2020 12:00:00 AM,0001,03,Southwest,0355,1,121,"RAPE, FORCIBLE",1821 1241 0913 2000 0527 2034 0512,33,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,121,,,,3600    CIMARRON                     ST,,34.0228,-118.3156
220817021,11/18/2022 12:00:00 AM,11/17/2020 12:00:00 AM,2330,08,West LA,0839,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,32,M,H,203,OTHER BUSINESS,511,VERBAL THREAT,IC,Invest Cont,930,,,,2000    AVENUE OF THE STARS,,34.0587,-118.4158
230220152,10/25/2023 12:00:00 AM,01/25/2020 12:00:00 AM,1845,02,Rampart,0295,2,354,THEFT OF IDENTITY,0100,34,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1300 S  BURLINGTON                   AV,,34.0456,-118.2789
220206045,02/17/2022 12:00:00 AM,11/19/2020 12:00:00 AM,0900,02,Rampart,0299,2,354,THEFT OF IDENTITY,0100 1822,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 W  18TH                         ST,,34.0387,-118.2786
230710295,05/31/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,07,Wilshire,0753,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1814 1906,29,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,956,,,,1000 S  ORANGE GROVE                 AV,,34.0578,-118.3628
221605629,02/21/2022 12:00:00 AM,10/31/2020 12:00:00 AM,2000,16,Foothill,1601,1,121,"RAPE, FORCIBLE",0558 0913 1258 0527,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,812,,,12800    PAXTON                       ST,,34.2865,-118.4161
221907310,03/21/2022 12:00:00 AM,03/19/2020 12:00:00 AM,1510,19,Mission,1984,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1402 0554 1258 0515 0913 1817 2024,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,815,998,,,8600    WILLIS                       AV,,34.2266,-118.4553
221605942,03/02/2022 12:00:00 AM,08/27/2020 12:00:00 AM,0800,16,Foothill,1613,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 1814 0522 0527 1259 0913,14,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,810,,,,12600    PIERCE                       ST,,34.2758,-118.4052
220221083,12/02/2022 12:00:00 AM,11/28/2020 12:00:00 AM,1600,02,Rampart,0269,1,121,"RAPE, FORCIBLE",1262 0913 1206 0500 0527,19,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,700 S  BIXEL                        ST,,34.0509,-118.2642
210805061,12/24/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1200,08,West LA,0823,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1202 0385,62,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,15300    DE PAUW                      ST,,34.039,-118.5262
221418972,11/15/2022 12:00:00 AM,11/15/2020 12:00:00 AM,1200,14,Pacific,1414,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1813 0552,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,600    INDIANA                      AV,,33.9962,-118.4694
220116036,06/17/2022 12:00:00 AM,03/23/2020 12:00:00 AM,1200,01,Central,0135,2,354,THEFT OF IDENTITY,0927 1822 1414,48,M,B,112,"BUS, SCHOOL, CHURCH",,,IC,Invest Cont,354,,,,100 E  3RD                          ST,,34.0495,-118.2459
221916942,11/15/2022 12:00:00 AM,04/01/2020 12:00:00 AM,0005,19,Mission,1904,1,820,ORAL COPULATION,1258 0554 0913 1817 0421 2024 0507,8,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,14000    LAKESIDE                     ST,,34.321,-118.4381
210304538,12/21/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,03,Southwest,0363,1,820,ORAL COPULATION,1258 1251 0913 0555 0512 0550 0510,6,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,820,,,4100    MARLTON                      AV,,34.0102,-118.3404
220605303,01/30/2022 12:00:00 AM,01/10/2020 12:00:00 AM,0800,06,Hollywood,0669,2,354,THEFT OF IDENTITY,0377 1822 1501 0930 0928 0929,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1100 N  ARDMORE                      AV,,34.0908,-118.3012
220407289,04/06/2022 12:00:00 AM,09/01/2020 12:00:00 AM,1130,04,Hollenbeck,0464,2,860,BATTERY WITH SEXUAL CONTACT,0500 0522 1822 0400,12,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,PERCY,SPENCE,34.0445,-118.2116
220504793,01/22/2022 12:00:00 AM,04/01/2020 12:00:00 AM,0935,05,Harbor,0532,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906,28,F,H,710,OTHER PREMISE,,,IC,Invest Cont,956,,,,1100    MCDONALD                     AV,,33.7845,-118.2714
211206256,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,1800,12,77th Street,1248,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,31,M,I,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,900 W  65TH                         ST,,33.9801,-118.2914
231404594,12/31/2022 12:00:00 AM,03/04/2020 12:00:00 AM,0002,14,Pacific,1454,2,354,THEFT OF IDENTITY,0377,54,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,12900    WALSH                        AV,,33.9869,-118.4301
221916382,11/02/2022 12:00:00 AM,11/11/2020 12:00:00 AM,1200,19,Mission,1962,2,354,THEFT OF IDENTITY,0929 1822,31,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,15100    TAMARACK                     CT,,34.239,-118.4618
230110332,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,1000,01,Central,0132,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,2000 0913 0515,19,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,815,,,,200 S  OLIVE                        ST,,34.0535,-118.2491
230320974,12/08/2023 12:00:00 AM,04/22/2020 12:00:00 AM,0655,03,Southwest,0362,2,354,THEFT OF IDENTITY,1822 0100,50,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800    POTOMAC                      AV,,34.016,-118.346
232104037,01/02/2023 12:00:00 AM,02/01/2020 12:00:00 AM,1700,21,Topanga,2148,2,940,EXTORTION,2000 0337,23,F,W,103,ALLEY,,,AO,Adult Other,940,,,,VANOWEN                      ST,WINNETKA                     AV,34.1938,-118.571
220319193,10/27/2022 12:00:00 AM,11/12/2020 12:00:00 AM,1500,03,Southwest,0393,2,946,OTHER MISCELLANEOUS CRIME,0602 0913 0400,53,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946,,,,4100    GARTHWAITE                   AV,,34.0094,-118.3231
231110558,06/27/2023 12:00:00 AM,08/07/2020 12:00:00 AM,1400,11,Northeast,1149,2,946,OTHER MISCELLANEOUS CRIME,,26,M,B,710,OTHER PREMISE,,,IC,Invest Cont,946,,,,200 N  AVE 55,,34.1094,-118.1963
221509576,05/13/2022 12:00:00 AM,05/20/2020 12:00:00 AM,1500,15,N Hollywood,1543,2,625,OTHER ASSAULT,0444 0416 0356,48,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,12100    BURBANK                      BL,,34.1721,-118.3965
221907738,04/01/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1200,19,Mission,1987,2,354,THEFT OF IDENTITY,,16,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,8500    MAMMOTH                      AV,,34.2249,-118.4344
230604435,01/11/2023 12:00:00 AM,12/13/2020 12:00:00 AM,2000,06,Hollywood,0667,1,310,BURGLARY,1822 0344,45,F,W,120,STORAGE SHED,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,5800    SANTA MONICA                 BL,,34.0944,-118.319
220908425,04/26/2022 12:00:00 AM,11/20/2020 12:00:00 AM,1600,09,Van Nuys,0952,1,310,BURGLARY,0344 1601,50,F,H,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,5200 N  SEPULVEDA                    BL,,34.1649,-118.4661
230911235,06/29/2023 12:00:00 AM,11/01/2020 12:00:00 AM,0600,09,Van Nuys,0964,2,354,THEFT OF IDENTITY,0377,46,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100    STANSBURY                    AV,,34.1635,-118.4411
230818509,11/20/2023 12:00:00 AM,01/01/2020 12:00:00 AM,0700,08,West LA,0823,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0601 1822,44,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,800    VIA DE LA PAZ,,34.0448,-118.5277
232109597,05/27/2023 12:00:00 AM,07/14/2020 12:00:00 AM,1655,21,Topanga,2118,2,354,THEFT OF IDENTITY,1822 0922 0929 0930,52,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20400    CANTARA                      ST,,34.2191,-118.5771
221011819,07/20/2022 12:00:00 AM,07/19/2020 12:00:00 AM,1800,10,West Valley,1004,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300,80,F,K,108,PARKING LOT,,,IC,Invest Cont,331,,,,18400    INGOMAR                      ST,,34.212,-118.534
231711215,06/12/2023 12:00:00 AM,11/12/2020 12:00:00 AM,1110,17,Devonshire,1701,2,354,THEFT OF IDENTITY,0929 1822 0930,51,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,20600    LUGANO                       WY,,34.2799,-118.5818
230507982,04/20/2023 12:00:00 AM,04/01/2020 12:00:00 AM,0001,05,Harbor,0563,2,624,BATTERY - SIMPLE ASSAULT,0913 1259,14,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,700 S  LELAND                       ST,,33.7379,-118.3012
230714761,09/18/2023 12:00:00 AM,06/16/2020 12:00:00 AM,1445,07,Wilshire,0758,2,354,THEFT OF IDENTITY,0930,33,F,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 S  MUIRFIELD                    RD,,34.0537,-118.3327
221211022,04/26/2022 12:00:00 AM,04/26/2020 12:00:00 AM,2115,12,77th Street,1204,2,354,THEFT OF IDENTITY,0100,41,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1100 W  VERNON                       AV,,34.0037,-118.2938
230506149,02/28/2023 12:00:00 AM,07/01/2020 12:00:00 AM,1200,05,Harbor,0521,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,SANFORD,ANAHEIM,33.7694,-118.2955
221313048,06/17/2022 12:00:00 AM,01/01/2020 12:00:00 AM,0001,13,Newton,1303,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0601,51,M,O,406,OTHER STORE,,,IC,Invest Cont,341,,,,1000    TOWNE                        AV,,34.0342,-118.2496
241904532,12/19/2023 12:00:00 AM,05/01/2020 12:00:00 AM,0005,19,Mission,1993,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1258 0522 0515 0913 1817 1801,8,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,815,,,8100 N  SEPULVEDA                    PL,,34.2181,-118.4664
230309845,04/24/2023 12:00:00 AM,09/01/2020 12:00:00 AM,1200,03,Southwest,0319,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0342 0913 1236 1906 1913,30,M,W,203,OTHER BUSINESS,,,AO,Adult Other,956,,,,1900    PARK GROVE                   AV,,34.0363,-118.2762
231810615,05/17/2023 12:00:00 AM,01/01/2020 12:00:00 AM,1200,18,Southeast,1849,1,820,ORAL COPULATION,0913 0360 0507 1257,3,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,820,,,2000 E  115TH                        ST,,33.9305,-118.2363
220110779,04/21/2022 12:00:00 AM,11/28/2020 12:00:00 AM,1700,01,Central,0111,2,662,"BUNCO, GRAND THEFT",0800 0701 0344 1822,55,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,662,,,,500 W  CESAR E CHAVEZ               AV,,34.0592,-118.2414
231312744,06/23/2023 12:00:00 AM,03/01/2020 12:00:00 AM,0630,13,Newton,1391,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0522 0400,7,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,812,860,,,65TH                         ST,BROADWAY,33.9807,-118.2783
220106694,02/16/2022 12:00:00 AM,03/13/2020 12:00:00 AM,1900,01,Central,0111,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344 0913,0,X,X,721,HIGH SCHOOL,,,IC,Invest Cont,668,,,,400 N  GRAND                        AV,,34.0595,-118.2451
230126260,12/11/2023 12:00:00 AM,12/10/2020 12:00:00 AM,0800,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1822 1300 1307 0344,28,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,1100 S  GRAND                        AV,,34.0415,-118.262
231223480,11/21/2023 12:00:00 AM,02/02/2020 12:00:00 AM,0001,12,77th Street,1233,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,845,,,,5800    HAAS                         AV,,33.9891,-118.3167
221507610,03/28/2022 12:00:00 AM,03/22/2020 12:00:00 AM,0500,15,N Hollywood,1548,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0400 0416 0444,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,5200    HARMONY                      AV,,34.1649,-118.3665
231218307,08/18/2023 12:00:00 AM,07/06/2020 12:00:00 AM,1605,12,77th Street,1218,2,354,THEFT OF IDENTITY,0100 0930 0922 1822 0917,28,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,800 W  52ND                         ST,,33.9953,-118.2872
220611171,05/31/2022 12:00:00 AM,03/10/2020 12:00:00 AM,1000,06,Hollywood,0632,2,354,THEFT OF IDENTITY,1822,49,M,O,710,OTHER PREMISE,,,IC,Invest Cont,354,,,,8400    HOLLYWOOD                    BL,,34.0994,-118.3727
220705297,02/04/2022 12:00:00 AM,11/01/2020 12:00:00 AM,1255,07,Wilshire,0736,2,354,THEFT OF IDENTITY,0344,44,F,H,145,MAIL BOX,,,IC,Invest Cont,354,,,,300 S  DETROIT                      ST,,34.0683,-118.3451
231805308,01/26/2023 12:00:00 AM,07/15/2020 12:00:00 AM,1238,18,Southeast,1842,2,354,THEFT OF IDENTITY,1822 0922 0929 0930,23,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,100 W  IMPERIAL                     HY,,33.9347,-118.2761
231311304,05/25/2023 12:00:00 AM,06/15/2020 12:00:00 AM,1535,13,Newton,1377,2,354,THEFT OF IDENTITY,1822,31,M,J,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5500    MORGAN                       AV,,33.993,-118.2446
220804051,12/11/2021 12:00:00 AM,01/18/2020 12:00:00 AM,0910,08,West LA,0882,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0913,37,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,956,,,,1900    SAWTELLE                     BL,,34.0425,-118.445
221005035,01/29/2022 12:00:00 AM,08/01/2020 12:00:00 AM,1500,10,West Valley,1035,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),0913 0360 0400 0551 1259,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,812,860,,,6600    DARBY                        AV,,34.1902,-118.5335
220917253,12/13/2022 12:00:00 AM,12/21/2020 12:00:00 AM,1800,09,Van Nuys,0916,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0416 0419,20,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,VANOWEN,WOODMAN,34.1939,-118.4313
220214942,08/11/2022 12:00:00 AM,01/01/2020 12:00:00 AM,1030,02,Rampart,0279,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1822 1608 1300,43,M,V,108,PARKING LOT,,,IC,Invest Cont,331,,,,1500 W  OLYMPIC                      BL,,34.0484,-118.2724
220620646,12/27/2022 12:00:00 AM,11/19/2020 12:00:00 AM,1040,06,Hollywood,0649,2,354,THEFT OF IDENTITY,0929 0922 0917,58,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1600 N  KINGSLEY                     DR,,34.1,-118.3033
231613511,10/30/2023 12:00:00 AM,05/05/2020 12:00:00 AM,0525,16,Foothill,1641,2,354,THEFT OF IDENTITY,1822 0928 0377,22,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,10200    RINCON                       AV,,34.2558,-118.4275
230609606,05/09/2023 12:00:00 AM,08/23/2020 12:00:00 AM,1005,06,Hollywood,0656,2,354,THEFT OF IDENTITY,1822,58,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000    VINE                         ST,,34.0889,-118.3266
221606629,03/22/2022 12:00:00 AM,05/01/2020 12:00:00 AM,1125,16,Foothill,1664,2,354,THEFT OF IDENTITY,0928 0922 0930,43,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9300    GLENOAKS                     BL,,34.2429,-118.3887
222104573,01/18/2022 12:00:00 AM,08/07/2020 12:00:00 AM,1155,21,Topanga,2169,2,354,THEFT OF IDENTITY,0922 1822,38,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,6200    PENFIELD                     AV,,34.1818,-118.5676
220413587,09/26/2022 12:00:00 AM,09/01/2020 12:00:00 AM,0300,04,Hollenbeck,0459,1,121,"RAPE, FORCIBLE",2000 0913 0527 1813 1243 2002 0400,50,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,,,,3200    BLANCHARD                    ST,,34.0464,-118.1933
220705715,02/15/2022 12:00:00 AM,08/15/2020 12:00:00 AM,0815,07,Wilshire,0762,2,354,THEFT OF IDENTITY,1822 0930 0922,27,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1500 S  HAYWORTH                     AV,,34.0499,-118.368
221707355,02/15/2022 12:00:00 AM,07/23/2020 12:00:00 AM,2000,17,Devonshire,1703,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202 0361 0913 0603,62,M,C,504,OTHER RESIDENCE,,,AO,Adult Other,745,,,,19100    DERWENT                      PL,,34.296,-118.5502
211611263,08/31/2021 12:00:00 AM,02/10/2020 12:00:00 AM,2300,16,Foothill,1645,2,813,CHILD ANNOYING (17YRS & UNDER),1259 0913 0500,16,F,H,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,813,,,,12600    GARBER                       ST,,34.2659,-118.4058
